Australia,Austria,Belgium,Channel Islands,Cyprus,Denmark,EIRE,Finland,France,Germany,Greece,Italy,Japan,Netherlands,Spain,Sweden,Switzerland,USA,United Kingdom,Unspecified
,,,,,,12.0,,,,,,,24.0,,,,,86.0,
,,,,,,,,,,,,,,,,,,149.0,
,,,,,,12.0,,,,,,,,,,,,102.0,
,,,,,,36.0,,,,,,,,,,,,243.0,
,,,,,,12.0,,,,,,,,,,,,181.0,
,,,,,,,,,,,,,,,,,,10.0,
,,,,,,,,,6.0,6.0,,,,,,,,47.0,
,,,,,,,,,,,,,,,,,,331.0,
,,,,,,,,12.0,,12.0,,,,,,,,210.0,
,,,,,,,,12.0,12.0,,,,48.0,,,,,103.0,
,,,,,,,,,,,,,,,,,,263.0,
,,,,,,,,72.0,36.0,,,,288.0,36.0,,,,301.0,
,,,,,,,,,,12.0,,,12.0,12.0,,,,214.0,
,,,,,,,,72.0,12.0,,,,144.0,,,,,263.0,
,,,,,,,,,,12.0,,,,12.0,,,,539.0,
,,,,,,,,,,,,,,24.0,,,,61.0,
,,,,,,,,,,12.0,,,,24.0,,,,13.0,
,,,,,,,,,,12.0,,,,24.0,,,,123.0,
,,,,,,,,,,,,,,,,,,62.0,
,,,,,,,,12.0,,,,,,,,,,180.0,
,,,,,,,,12.0,,,,,,,,,,233.0,
,,,,,,,,24.0,,,,,,12.0,,,,225.0,
,,,,,,,,,,,,,,,,,,25.0,
,,,,,,,,,,,,,,,,,,25.0,
,,,,,,,,,,,,,,,,,,200.0,
,,,,,,,,6.0,,,,,,,,,,133.0,
,,,,,,,,,,,,,,,,,,62.0,
,,,,,,,,,,,,,,,,,,24.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,125.0,,,,,,25.0,,,,425.0,
,,,,,,,,100.0,,,,,,50.0,,,,225.0,
,,,,-200.0,,,,,,,,,,,,,,275.0,
,,,,,,,,,,,,,,,,,,175.0,
,,,,,,,,,,,,,,,,,,75.0,
,,,,,,,,,,,,,,,,,,200.0,
,,,,200.0,,,,,,,,,,,,,,100.0,
,,,,,,,,,,,,,,,,,,150.0,
,,,,,,,,,,,,,,,,,,42.0,
,,,,,,8.0,,,,,,,,,,,,176.0,
,,,,,,8.0,,,,,,,,,,,,187.0,
,,,,,,,,,,,,,,,,,,50.0,
,,,,,,,,,,,,,,,,,,276.0,
,,,,,,12.0,,,,,,,,,,,,160.0,
,,,,,,,,,,,,,,,,,,606.0,
,,,,,,6.0,,,,,,,,,,,,62.0,
,,1.0,,,,8.0,,,,,,,,8.0,,,,157.0,
,,,,,,,,,,,,,,,,,,20.0,
,,,,,,6.0,,,,,,,,,,,,201.0,
,,,,,48.0,336.0,,12.0,12.0,,,,,24.0,,,,643.0,
,,,,,,,,,,,,,,,,,,75.0,
,,,,,,,,,,,,,,,,,,178.0,
,,,,,,216.0,,,,,,,,,,,,79.0,
,,,,,,,,,,,,,,,,,,18.0,
,,,,,,,,,,,,,,,,,,26.0,
,,,,,,,,,,,,,,,,,,56.0,
,,,,,,,,12.0,,,,,,,,,,49.0,
,,,,,,192.0,,8.0,,,,,,,,,,106.0,
,,4.0,,,,,4.0,4.0,12.0,,,,48.0,,,,,114.0,
,,,,,,,,,,,,,,,,,,32.0,
,,,,,,24.0,,,,,,,,,,,,26.0,
,,,,,,12.0,,,,,,,,,,,,87.0,
,,,,,,,,,,,,,,,,,,20.0,
,,,,,,,,,30.0,,,,,,,,,106.0,
,,,,,,140.0,,,10.0,,,,,,,,,203.0,
,,,,,,140.0,,,,,,,,,,,,102.0,
,,,,,,,,,,,,,,,,,,67.0,
,,,,,,30.0,,,30.0,,,,,,,,,169.0,
,,,,,,320.0,,,6.0,,,,80.0,,,,6.0,494.0,
,,,,,,,,,,,,,,,,,6.0,302.0,
,,,,,,,,,,,,,,,,,6.0,20.0,
,,,,,,,,,,,,,,,,,6.0,412.0,
,,,,,,,,,,,,,40.0,,,,6.0,229.0,
,,,,,,,,,,,,,,,,,,176.0,
,,,,,,200.0,,,,,,,,,,,,164.0,
,,,,,,200.0,,,12.0,,,,200.0,,,,,363.0,
,,,,,,,,,,,,,,24.0,,,,205.0,
,,,,,,12.0,,,,,,,,24.0,,,,5.0,
,,,,,,,,,,,,,,,,,,13.0,
,,,,,,,,,,,,,,,,,,46.0,
,,,,,,,,,,,,,,,,,,282.0,
,,,,12.0,,,,,,,,,,,,,,3.0,
,,,,12.0,,,,,,,,,,24.0,,,,20.0,
,,12.0,,,,,,,,,,,,24.0,,,,42.0,
,,,,,,,,,,,,,,,,,,30.0,
,,,,,,,,,,,,,,,,,,11.0,
,,,,,,,,,,,,,,,,,,14.0,
,,,,,,,,,,,,,,,,,,24.0,
,,,,,,,,,,,,,,,,,,26.0,
,,,,,,,,,,,,,,,,,,15.0,
,,,,,,24.0,,,,,,,,,,,,29.0,
,,,,,,24.0,,,,,,,,,,,,7.0,
,,,,,,16.0,,,,,,,,,,,,93.0,
,,,,,,4.0,,,,,,,,,,,,8.0,
,,,,,,8.0,,,,,,,,,,,,131.0,
,,,,,,48.0,,,,,,,,,,,2.0,396.0,
,,,,3.0,,33.0,,,,,,,,6.0,,,3.0,741.0,
,,,,,,9.0,,,,,,,,,,,,504.0,
,,,,,,,,,,,,,,,,,,-33.0,
,,,,,,28.0,,,4.0,,,,,,,,6.0,980.0,
,,,,,,,,,,,,,,,,,,115.0,
,,,,,,,,,,,,,,,,,,44.0,
,,,,,,,,6.0,,,,,,,,,,22.0,
,,,,,,,,,,,,,,,,,,15.0,
,,,,,,,,,,,,,,,,,,29.0,
,,,,,,3.0,6.0,,,,,,,,,,,69.0,
,,,,,,,,,,,,,,,,,,17.0,
,,,,,,12.0,,,,12.0,,,,,,,10.0,211.0,
,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,12.0,
,,,,,,,,,,,,,,,,,11.0,239.0,
,,,,,,300.0,,,,,,,,,,,18.0,108.0,
,,,,,,300.0,,,,,,,,,,,18.0,56.0,
,,,,,,288.0,,,,,,,,,,,,90.0,
,,,,,,,,,,,,,,,,,,109.0,
,,,,,,,,,6.0,,,,144.0,,,,,330.0,
,,12.0,,,,24.0,,36.0,,,,,,,,,,376.0,
,,12.0,,,,,,60.0,,,,,,,,,,137.0,
,,,,,,12.0,,,,,,,,,,,,118.0,
,,,,,,,,,12.0,,,,,,,,,90.0,
,,,,,,,,,,,,,96.0,,,,,194.0,
,,,,,,,,,,,,,,,,,,15.0,
,3.0,,,,,21.0,6.0,6.0,2.0,,3.0,,,,,,12.0,269.0,
,,,,,,25.0,6.0,6.0,6.0,,6.0,,,,,,4.0,217.0,
,,,,,,,,,,,,,,,,,,13.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,24.0,
,,,,,,,,,,,,,,,,,,35.0,
,,,,,,,,,,,,,,,,,,18.0,
,,,,,,,,,,,,,200.0,,,,5.0,171.0,
,,,,,,,,,,,,,212.0,,,,5.0,356.0,
,,,,,,,,,,,,,200.0,,,,5.0,192.0,
,,,,,,,,,,,,,12.0,,,,7.0,263.0,
,,,,,,,,,6.0,,,,12.0,,,,,121.0,
,,,,,,120.0,,,,,,,,,,,,518.0,
,,,,,,,,,,,,,,,,,,35.0,
,,,,,,,,,,,,,,,,,,90.0,
,,,,,,,,,,,,,,,,,,23.0,
,,,,,,,,,,,,,,,,,,60.0,
,,,,,,,,,,,,,,,,,,310.0,
,,,,,,,,,,,,,,,,,,49.0,
,,,,,,,,,,,,,,,,,,7.0,
,,,,,,,,,,,,,,,,,,14.0,
,,,,,,,,,,,,,,,,,,43.0,
,,,,,,,,,,,,,,,,,,7.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,35.0,
,,,,,,,,,,,,,,,,,,11.0,
,,,,,,,,,,,,,,,,,,24.0,
,,,,,,,,,,,,,,,,,,9.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,-31.0,
,,,,2.0,,,,,,,,,,,,,,17.0,
,,,,2.0,,4.0,,,,8.0,,,,,,,,18.0,
,,,,,,8.0,,,,8.0,,,,,,,,495.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,96.0,,,,,,,,,,,,71.0,
,,,,,,96.0,,,,,,,,12.0,,,,62.0,
,,,,,,2.0,,,,,,,,8.0,,,,35.0,
,,,,,,12.0,,,,12.0,,,,,,,,495.0,
,,,,,,,,,,,,,,,,,,52.0,
,,,4.0,,,6.0,8.0,,-1.0,,,,,,,,,51.0,
,,,,,,,,21.0,12.0,,,,,,,,,53.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,,,,,,,,,,31.0,
,,,,,,4.0,,,,,,,,,,,,12.0,
,,,,,,,,,,,,,,,,,,119.0,
,,,,,,,,,,,,,,,,,,22.0,
,,,,,,,,,,,,,,,,,,-29.0,
,,,,,,,,,,,,,,,,,,32.0,
,,,,,,,,,4.0,,,,,,,,,670.0,
,,,,,,,,,,,,,,,,,,62.0,
,,,,,,60.0,,,,,,,,,,,,31.0,
,,,,,,,,,,,,,,,,,,31.0,
,,,,,,60.0,,,2.0,,,,,2.0,,,,38.0,
,,,,,,,,,,,,,,2.0,,,,12.0,
,,,,,,12.0,12.0,,,,,,,,,,,361.0,
,,,,,,12.0,12.0,,,,,,,,,,,344.0,
,,,,,,60.0,,-2.0,,,,,,,,,,1032.0,
,,,,,,48.0,,10.0,-1.0,,,,,,,,,137.0,
,,4.0,,,,8.0,,,8.0,,,,48.0,12.0,,,,73.0,
,,,,,,,,,4.0,,,,,,,,,103.0,
,,,,,,,,,,,,,,,,,,10.0,
,,,,,,,,8.0,24.0,,,,,,,,,62.0,
,,4.0,,,,4.0,,,20.0,,,,,,,,,76.0,
,,,,,,,,8.0,,,,,,,,,,17.0,
,,,,,,,,,,,,,,,,,,93.0,
,,,,,,,,,,,,,,,,,,44.0,
,,,,,,,,,,,,,,,,,,31.0,
,,,,,,,,,,,,,,,,,2.0,62.0,
,,,,,,12.0,,,,,,,,,,,,21.0,
,,,,,,6.0,,,,24.0,,,,,,,,149.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,96.0,,,,7.0,
,,,,,,6.0,,,0.0,12.0,,,,8.0,,,,32.0,
,,,,,,,,,,,,,,,,,,15.0,
,,,,,,12.0,,,,96.0,,,,,,,,278.0,
,,3.0,,,,15.0,,,2.0,24.0,,,,15.0,,,,83.0,
,,,,,,,,,,,,,,,,,,440.0,
,,,,,,,,,,,,,,,,,,28.0,
,,,,,,,,,,12.0,,,,,,,1.0,20.0,
,,,,,,,,,,,,,,3.0,,,,22.0,
,,,,,,,,,,,,,,,,,2.0,15.0,
,,,,,,18.0,,,,12.0,,,,,,,,157.0,
,,,,,,,,,,,,,,,,,,383.0,
,,,,,,,,,,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,,,22.0,
,,,,,,,,,8.0,12.0,,,,,,,,28.0,
,,,,,,,,,12.0,12.0,,,48.0,,,,,85.0,
,,,,,,,,,23.0,,,,,,,,,32.0,
,,,,,,,,,-24.0,12.0,,,,,,,,57.0,
,,1.0,,,,13.0,,,4.0,12.0,,,24.0,,,,3.0,79.0,
,,,,,,,,,,,,,,,,,,455.0,
,,,,,,12.0,,12.0,72.0,12.0,,,,,,12.0,,117.0,
,,24.0,,,,48.0,,12.0,70.0,,,,576.0,12.0,,12.0,,117.0,
,,,,,,24.0,,,60.0,12.0,,,192.0,,,,,251.0,
,,,,,,12.0,,,34.0,12.0,,,,,,,,250.0,
,,,,,,,,,,,,,,,,,,31.0,
,,,,,,,,,,,,,,,,,,27.0,
,,,,,,,,,,,,,,,,,,40.0,
,,,,,,,,,,,,,,,,,,74.0,
,,,,,,,,,,,,,,,,,,43.0,
,,,,,,,,,9.0,24.0,,,,,,,,38.0,
,,,,,,,,,6.0,,,,,,,,,24.0,
,,,,,,,,12.0,12.0,,,,192.0,,,,,80.0,
,,12.0,,,,48.0,,,-7.0,,,,,,,,,65.0,
,,12.0,,,,,,,7.0,,,,,,,,,30.0,
,,,,,,,,,,,,,,,,,,64.0,
,,,,,,,,,,,,,,,,,,12.0,
,,,,,,,,,,,,,,,,,,64.0,
,,,,,,,,,,,,,,,,,,4.0,
,,12.0,,,,,,,,,,,,,,,6.0,102.0,
,,,,,,12.0,,,,,,,,,,,6.0,94.0,
,,,,,,,,12.0,,,,,,,,,,131.0,
,,12.0,,,,,,,,,,,,,,,,40.0,
,,,,,,,,,,,,,,,,,,47.0,
,,,,,,,,,,,,,,,,,,154.0,
,,,,,,,,,,,,,,,,,,107.0,
,,,,,,,,,,,,,,,,,,343.0,
,,,,,,,,,,,,,,,,,,104.0,
,,,,,,8.0,,,,,,,,,,,,63.0,
,,,,,,,,,,,,,,,,,,109.0,
,,,,,,,,,,,,,,,,,,59.0,
,,,,,,,,,,,,,,,,,,15.0,
,,,,,,,,,,,,,,,,,,89.0,
,,,,,,,,,,,,,,,,,,39.0,
,,,,,,2.0,,,,,,,36.0,8.0,,,,127.0,
,,,,,,6.0,,,12.0,,,,112.0,12.0,,,,94.0,
,,,,,,100.0,,,12.0,,,,112.0,,,,10.0,47.0,
,,,,,,89.0,,,,,3.0,,6.0,12.0,,,4.0,32.0,
,,,,,,,,,,,,,,12.0,,,6.0,22.0,
,,,,,,,,,,,,,,,,,6.0,10.0,
,,,,,,,,2.0,,2.0,,,,,,,,191.0,
,,2.0,4.0,,,8.0,,,,,,,8.0,,,,,169.0,
,,,4.0,,,8.0,,,2.0,,,,16.0,,,,,200.0,
,,,,,,,,,,,,,,,,,,405.0,
,,,,,,,,,,,,,576.0,,,,,409.0,
,,,,,,12.0,,,,,,,,,,,,368.0,
,,,,,,,,,,,,,,,,,,307.0,
,,,,,,,,,,,,,,,,,,376.0,
,,,,,,,,,,,,,,,,,,334.0,
,,,,,,,,,,,,,,,,,,362.0,
,,,,,,,,,,,,,,,,,,903.0,
,,,,,,,,,,,,,288.0,,,,,427.0,
,,,,,,,,,,,,,,,,,,440.0,
,,,,,,,,,,,,,288.0,,,,,762.0,
,,,,,,,,,,,,,,,,,,67.0,
,,,,,,24.0,,,,,,,,,,,,192.0,
,,,,,,24.0,,,,,,,24.0,,,,,848.0,
,,,,,,,,,-4.0,,,,,,,,,89.0,
,,,,,,,,,,36.0,,,,,,,6.0,178.0,
,,,,,,6.0,,,12.0,36.0,,,,,,,6.0,271.0,
,,,,,,,,4.0,6.0,,,,,,,,,209.0,
,,,,,,,,3.0,12.0,,,,,,,,,136.0,
,,6.0,,,,150.0,,,,,,,,,,,,20.0,
,,,,,,156.0,,,,,,,,,,,,44.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,6.0,27.0,
,,,,,,6.0,,,,,,,,12.0,,,6.0,54.0,
,,,,,,108.0,,,,,,,,,,,,43.0,
,,,,,,,,,,,6.0,,,,,,,42.0,
,,,,,,4.0,,6.0,,,6.0,,,12.0,,,,21.0,
,,,,,,4.0,,4.0,,,,,,,,,,20.0,
,,,,,8.0,,,8.0,16.0,,6.0,,,,,,,22.0,
,,,,,,24.0,,,,,,,,,,,,48.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,6.0,,,,,,,,,,30.0,
,,,,,,6.0,,,6.0,,,,,,,,,74.0,
,,,,,,12.0,,12.0,,,,,,,,,,135.0,
,,,,,,12.0,,6.0,3.0,24.0,,,,,,,,62.0,
,,,,,,,,12.0,12.0,,,,,,,,,139.0,
,,,,,,,,,,,,,,,,,,114.0,
,,,,,,96.0,,,,,,,,,,,,5.0,
,,,,,,96.0,,,,,,,,,,,,30.0,
,,,,,,,,,,,,,,,,,,168.0,
,,,,,,,,42.0,81.0,,,,144.0,,,,5.0,162.0,
,,,,,,,,,,,,,,,,,,57.0,
,,,,,,,,30.0,84.0,,,1.0,144.0,,,,,121.0,
,,,,,,,,,72.0,,,,144.0,,,,,174.0,
,,,,,,,,12.0,,,,,,12.0,,,5.0,233.0,
,,8.0,,,,,,,40.0,,,,,32.0,,,,23.0,
,,,,,,,,,,,,,,,,,,64.0,
,,,,,,,,,15.0,,,,,,,,,130.0,
,,,,,,,,,8.0,,,,,32.0,,,,19.0,
,,,,,,,,,,,,,288.0,,,,,141.0,
,,,,,,,,,,,,,,,,,,77.0,
,,,,,,,,,,,,,,,,,,13.0,
,,,,,,,,,,,,,,,,,,14.0,
,,,,,,,,,,,,,,,,,,8.0,
,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,164.0,
,,,,,,,,,,,,,,,,,,25.0,
,,,,,,,,,12.0,,,,,,,,,36.0,
,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,12.0,,,,,,,,24.0,,,,140.0,
,,,,,,36.0,,,24.0,,,,,,289.0,,10.0,555.0,
,,,,,12.0,12.0,,,10.0,,,,,16.0,,,,83.0,
,,,,,12.0,12.0,,,6.0,,,,,12.0,,,,73.0,
,6.0,12.0,,,,,,42.0,12.0,,,,,,,,,272.0,
,,,,,,6.0,,18.0,22.0,,,,180.0,,,,,199.0,
,,,,,,10.0,,10.0,10.0,30.0,,,,,,,,32.0,
20.0,,10.0,,,,,,,30.0,,,,,20.0,,,,471.0,
,,,,,,20.0,10.0,10.0,20.0,,,,200.0,20.0,,,10.0,468.0,
,,,,,,,,,,,,,,,49.0,,,96.0,
,,,,,,,,,6.0,,,,,,73.0,,,194.0,
,,,,,,2.0,,,,,,,,,,,,51.0,
,,,,,,,,,,,,,20.0,,,,,65.0,
,,,,,,,,,8.0,,,,,,,,6.0,136.0,
,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,25.0,
,,,,,,,,,,,,,,,,,,67.0,
,,,,,,,,,,,,,,,,,,22.0,
,,,,,,,,,,,,,,,,,,46.0,
,,,,,,,,,,,,,,,,,,34.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,15.0,
,,,,,,2.0,,,,,,,,,,,,21.0,
,,,,,,,,,,,,,,,,,,31.0,
,,,,,,,,,,,,,,,,,,72.0,
,,,,,,,,,,,,,,,,,,291.0,
,,,,,,,,,,,,,,,,,,2.0,
,,3.0,,,,,,,3.0,,,,,,,,,22.0,
,,,,,,,,,,,,,,,,,,13.0,
,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,4.0,,,,,,,,,,9.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,8.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,8.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,25.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,12.0,
,,,,,,,,,1.0,20.0,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,59.0,
,,,,,,,,,,,,,,,,,,102.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,8.0,
,,,,,,,,,,,,,,,,,,28.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,50.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,11.0,
,,,,,,,,,,,,,,,,,,103.0,
,,,,,,,,,,,,,,,,,,31.0,
,,12.0,,,,,,,,,,,348.0,,,,,115.0,
,,,,,,,,,,,,,,,,,,35.0,
,,,,,,,,,,,,,,,,,,14.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,,,,,,,,,,42.0,
,,,,,,,,,,,,,,,,,,32.0,
,,,,,,,,,,,,,,,,,,26.0,
,,,,,,24.0,,,,,,,,,,,,131.0,
,,,,,,,,,,,,,,,,,,7.0,
,,,,,,,,,-1.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,164.0,
,,,,,,,,,,,,,,,,,,66.0,
,,,,,,,,,,,,,,,,,,18.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,56.0,
,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,28.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,54.0,
,,,,,,,,,,,,,,,,,,25.0,
,,,,,,624.0,,,,,,,,,,,,19.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,97.0,
,,,,,,280.0,,,,,,,,,,,,-60.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,,,,,,,,,,-121.0,
,,,,,,,,,,,,,,,,,,5.0,
,,,,,,,,,,,,,,,,,,8.0,
,,,,,,,,,,,,,,,,,,-179.0,
,,,,,,,,,,12.0,,,,,,,,384.0,
,,,,,,,,,,,,,,,,,,17.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,6012.0,,,,,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,,,38.0,
,,,,,,,,,,,,,,,,,,30.0,
,,,,,,,,,,,,,,,,,,51.0,
,,,,,,,,,,,,,,,,,,28.0,
,,,,,,,,,,,,,,,,,,184.0,
,,,,,,12.0,,,,,,,,,,,,94.0,
,,,,,,,,,,,,,,,,,,316.0,
,,,,,,6.0,,,,8.0,,,,8.0,,,,122.0,
,,,,,,,,,,,,,,24.0,,,,103.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,125.0,
,,,,,,,,,,,,,,,,,,29.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,2.0,
,,1.0,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,7.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,3.0,79.0,
,,,,,,4.0,,4.0,,,,,,,,,,104.0,
,,,2.0,,,2.0,,,,,,,,,,,3.0,24.0,
,,,,,,6.0,,,,,,,,,,,3.0,28.0,
,,,,,,24.0,,,,,,,,,,,,101.0,
,,,12.0,,,42.0,,,,12.0,,,,,,,4.0,343.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,16.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,170.0,
,,,,,,,,,,,,,,,,,,78.0,
,,,,,,,,,,,,,,,,,,111.0,
,,,,,,,,72.0,,,,,,,,,,1073.0,
,,,,,,,,,,,,,,,,,,34.0,
,,,,,,,,,,,,,,,,,,51.0,
,,,,,,,,,,,,,,,,,,27.0,
,,,,,,,,,,,,,,,,,,4.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,312.0,
,,,,,,,,,24.0,,,,,,,,,29.0,
,,,,,,,,,,,,,,,,,,43.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,200.0,,,,,,,,,,,,118.0,
,,,,,,12.0,,6.0,,24.0,,,,,,,,27.0,2.0
,,,,,,,,,,,,,,,,,,7.0,
,,,,,,,,,,,,,,,,,,100.0,
,,,,,,,,,,,,,,,,,,-16.0,
,,,,,,,,,,,,,60.0,10.0,,,,223.0,
,,,,,,,,,,,,,,,,,,0.0,
,,,,6.0,,18.0,,,,,,,,12.0,,,,138.0,
,,,,,,,,,,,,,,,,,,-1.0,
,,,,,,2.0,,2.0,,,,,,12.0,,,,28.0,
,,,,,,,,,,,,,,,,,,36.0,
,,,,,,24.0,,,,,,,,,,,4.0,59.0,
,,,,,,,,,,,,,,,,,,6.0,
,,,,,,,,,,,,,,,,,,8.0,
,,,,,,,,,,,,,,,,,,10.0,
,,,,2.0,,,,,,,,,,,,,,1.0,
,,,,,,,,,,10.0,,,,,,,,320.0,
,,,,,,10.0,,,,,,,,,,,,217.0,
,,,,,,156.0,,,,,,,,,,,,195.0,
,,,,,,,,,,,,,,,,,,669.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,,,25.0,
,,,,,,106.0,,,,10.0,,,,,,,,65.0,
,,,,,,2.0,,,,,,,,,,,,347.0,
,,,,2.0,,26.0,,,,,,,,,,,,327.0,
,,,,2.0,,14.0,,,,10.0,,,,,,,,199.0,
,,,,,,2.0,,,,,,,,,,,,91.0,
,,,,,,12.0,,,,10.0,,,,,,,,477.0,
,,,,2.0,,,,,,,,,,,,,,163.0,
,,,,,,6.0,,,,,,,,,,,,273.0,
,,,,,,,,,,,,,,,,,,280.0,
,,,,,,,,,,,,,,,,,,32.0,
,,,,,12.0,,,,,,,,,,,,,701.0,
,,,,,,,,,,,12.0,,,,,,,89.0,
,,,,,,,,,,,,,,,,,,29.0,
,,,,,,,,,,,,,,,,,,145.0,
,,,,,,,,,,,,,,,,,,42.0,
,,,,,,,,,,,,,,,,,,18.0,
,,,,,,,,,,,,,,,,,,17.0,
,,,,,,,,,,,,,,,,,,8.0,
,,,,12.0,,516.0,,,,,,,,,,,,1214.0,
,,,,,,,,,,,,,,,,,,129.0,
,,,,,,,,,,,,,,,,,,10.0,
,,,,,,12.0,,,,,,,,,,,,441.0,
,,,,,,,,,,,,,,,,,,68.0,
,,,,,,,,,,,,,,,,,,58.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,15.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,35.0,
,,,,,,,,,,,,,,,,,,36.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,112.0,
,,,,,,,,,,,,,,,,,,-66.0,
,,,,,,,,,,,,,,,,,,183.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,1037.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,15.0,
,,,,,,,,,,,,,,,,,,137.0,
,,,,,,,,,,,,,,,,,,57.0,
,,,,,,,,,,,,,,,,,,-30.0,
,,,,,,,,,,,,,,,,,,45.0,
,,,,,,,,,,,,,,,,,,36.0,
,,,,,,,,,,,,,,,,,,842.0,
,,,,,,,,,,,,,,,,,,44.0,
,,,,,,,,,,,,,,,,,,-6.0,
,,,,,,,,,,,,,,,,,,386.0,
,,,,,,,,,,,,,,,,,,14.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,2.0,
,,,,,,,,,,,,,,,,,,48.0,
,,,,,,,,,,,,,,,,,,53.0,
,,,,,,,,,,,,,,,,,,47.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,7.0,
,,,,,,,,,,,,,,,,,,23.0,
,,,,,,,,,,,,,,,,,,10.0,
,,,,,,,,,,,,,,,,,,8.0,
,,,,,,,,,,,,,,,,,,13.0,
,,,,,,,,,,,,,,,,,,13.0,
,,,,,,,,,,,,,,,,,,0.0,
,,,,,,,,,,,,,,,,,,1.0,
,,,,,,,,,,,,,,,,,,2.0,
